@relation autores

@attribute texto string
@attribute class-att {franciscoz, fabiolag, fernandob}


@data
"No le extiendo por esto una carta en blanco a los militares y marinos, que si violan los derechos humanos deben ser juzgados y castigados, pero sino tienen los tamaños para salvarnos y se escudan en la -€œhistórica unanimidad-€, nos siguen engañando, como siempre, viendo por sus intereses particulares y partidistas. Ojalá que tengan unanimidad para, con -€œhuevos-€, defender a México y a los ciudadanos de forma real y no a la medida de las ONG que muchas veces son una moda hipsteriana, que hasta el Presidente les llama extremistas.", franciscoz
"A veces estamos tan metidos en criticar a nuestro propio país que somos miopes para ver las maravillas que podemos ofrecer al mundo. Una de ellas es el tequila. La bebida hecha de la destilación del agave azul -€œtequilana weber-€ es apreciada en el mundo. No sólo es la siembra y cosecha de una agavacea, también importan su destilación y envasado, pero lo más valioso es que es el producto de personas fantásticas que tienen en la sangre la savia del agave, cuyo origen griego significa -€œnoble-€, y ellos tienen eso en el alma, nobleza y pasión por México, el tequila y por Tequila, el pueblo mágico. Este fin de semana, pude conocer la labor del Consejo Regulador del Tequila en Jalisco, órgano técnico y rector co-€“responsable del crecimiento exponencial de las ventas, pero, sobre todo, de la calidad y creatividad de la industria.", franciscoz
"En México existe la Norma Oficial Mexicana, un listado de características, requisitos y procedimientos que debe de cubrir, en este caso, el tequila para ser avalado como producto de -€œdenominación de origen-€. En el mundo hay muchas denominaciones de origen que le dan riqueza a la región y hacen únicos los productos de esos lugares; tal es el caso de la Champagne, Rioja, Maple, Cognac. En México se reconocen 17 denominaciones de origen, como la vainilla de Papantla, el chile habanero Yucateco, el tequila, el mezcal o la bacanora. De estas 17 denominaciones, 14 tienen que ver con el campo y eso es un detonante importante en el desarrollo de regiones muy pobres.", franciscoz
"En el caso del tequila, el Consejo Regulador de esta bebida es fundamental como órgano ordenador y asesor técnico de los productores. Ha desarrollado una infraestructura que le permite georeferenciar los campos de agave plantados, calculando la existencia de plantas y la duración de la materia prima de la bebida en el tiempo; puede asesorar a los productores en las mejores prácticas de siembra y cosecha y, a través de drones, actualizar la existencia de plantas; ha creado laboratorios en los cuales preservan el ADN de cada una de las marcas agremiadas en el consejo, para tener un control de calidad y uniformidad en la producción para desarrollar y afianzar la personalidad de cada productor y también es guardián de que cada producto cumpla con la norma en materia de añejamiento y fabricación. Sus visores están en cada hacienda sellando las barricas, para certificar que un producto sea reposado, añejo o extra añejo. El apoyo de la Secretaría de Economía ha sido invaluable, y ha respetando la autonomía de autoregulación de los productores y apoyado la labor del CRT.", franciscoz
"En este esfuerzo una figura fundamental ha sido Ramón González, director del CRT, del que me enorgullece ser amigo, quien ha mostrado este mundo maravilloso a mexicanos y extranjeros y nos ha contagiado el amor por esta bebida, que no sólo son plantas y hornos, es amor, dedicación, conocimiento y paciencia. Hasta ayer, de Juan Domingo Beckmann sólo sabía que era el dueño de Casa Cuervo, pero aprendí que es un apasionado de Tequila, que ama los autos antiguos y carruajes, y que tiene gusto por el arte y la charrería como patrimonio de la región en donde tiene su negocio, que resguarda como un-  tesoro. Ha escuchado a una mujer inteligente que ha convertido a Tequila y la experiencia de una marca en todo un destino turístico que recibe al año la friolera de 200 mil visitantes, tan sólo con el flujo de turistas de un hermoso tren, remozado, por cierto el original tren maya, con tequila, comida y extraordinario servicio, ella es Araceli Ramos, a quien se le ocurrió la locura de que, La Rojeña, la Hacienda tequilera más antigua del país, podía llenarnos de orgullo y maravillar a mexicanos y extranjeros, a quienes se nos cae la baba de ver nuestros campos de agave, jimadores y maestros tequileros, además de una exquisita colección de arte y un hotel de clase mundial. Todo lo descrito, limitado por el espacio de las letras, es -€œMundo Cuervo-€ en el pueblo mágico de Tequila y es la mística de esta bebida, por la que tenemos fama en el mundo y dos grandes responsables de este éxito son Araceli y Ramón, a quienes desde aquí agradezco que me hagan sentir tan orgulloso. -¡Y lo que falta!", franciscoz
"En suma, la industria tequilera que no sólo es Cuervo y el CRT, ha contribuido al desarrollo regional apoyando a más de 70 mil familias, generando 5 mmdp en IEPS, exportando por minuto 423 litros de nuestro místico elixir a 120 países. El próximo mes de mayo se cumplen 25 años del CRT y los festejos se antojan apoteósicos. Vienen a Guadalajara 40 denominaciones de origen y se organizará una cena el 31 de mayo, totalmente cocinada con productos de DO, esto es para sentirnos completamente orgullosos. En suma, sé que hay un montón de malas noticias, pero hoy se me antojó imaginar que todos en el país podemos replicar modelos de éxito como el tequila y sentirnos orgullosos en lugar de vivir en la eterna mentada de madre diaria. Bueno, -¡sólo imaginé!", franciscoz
"A Miguel Barbosa lo tengo en un buen concepto y en mi aprecio, pero considero, en esta ocasión que, aunque la tentación de alcanzar un sueño largamente acariciado es mucha, debería de ser prudente y no seguir con su intención de ser candidato de Morena al gobierno de Puebla.", franciscoz
"Me parece que después de la trágica muerte de la gobernadora Martha Erika Alonso, su esposo Rafael Moreno Valle y otras tres personas, la herida en la clase política poblana está abierta y sería imprudente estirar la liga, sobre todo, después de una ríspida campaña y una resolución muy discutible del Tribunal Electoral del Poder Judicial de la Federación.", franciscoz
"Por si esto fuera poco, aún no hay claridad al respecto del accidente que provocó la muerte de la primera pareja poblana, de ninguna manera ni implícita ni explícita,-  que Barbosa tenga algo que ver, pero sin la claridad de la resolución del caso y en el marco de una campaña política intensa, ese argumento puede salir a flote y hacer aún más violenta la próxima contienda.", franciscoz
"Independientemente de lo anterior, Barbosa no es el único -€œsuspirante-€ de Morena, y espero que la dirigencia nacional, encabezada por Yeidckol Polevnsky, lo tenga claro y se puedan privilegiar métodos usados con anterioridad, como una encuesta para elegir candidato con el mismo fin, de que las cosas puedan, en la medida de lo posible, ser tersas.", franciscoz
"En este caso, un grupo mayoritario de 55 senadores de Morena han suscrito un documento pidiéndole a la dirigencia nacional y al Comité Nacional de Elecciones que, para elegir candidato al gobierno de Puebla por Morena, se lleve a cabo un proceso transparente y democrático, que incluya al senador Alejandro Armenta. En este documento, no se le cierra la puerta a nadie, se incluye a Barbosa y a Nancy de la Sierra, pero se pide un trato justo.", franciscoz
"Desde mi punto de vista, Armenta puede tener muchas posibilidades y, además, sería un actor fresco, serio y con arraigo entre los poblanos que podría abonar a una lucha más equilibrada y desapasionada. Pero usted lector tiene la mejor opinión.", franciscoz
"Por otro lado, el 8 de febrero, se suscitó un hecho que ha creado una gran polémica, policías municipales de Hermosillo Sonora, abatieron a tiros a Gerardo Holguín, un hombre que estaba en un estado alterado por drogas o alcohol. El hombre traía un cuchillo, con el cual lesionó a uno de los uniformados, acción que detonó que uno de sus compañeros le disparara con su arma de cargo.", franciscoz
"Esto ha creado una polémica importante, principalmente, en las -€œbenditas-€ redes sociales, en donde una turba de expertos en criminología y criminalística, peritos en balística y doctores en leyes, han externado su muy -€œfundamentada-€ opinión, en la cual algunos llegan a condenar al policía por exceso en la legítima defensa.", franciscoz
"El Código Penal Federal, en su artículo 15, fracción III, inciso 4, a la letra dice: -€œEl delito se excluye cuando:(....) se repela una agresión real, actual, o inminente, y sin derecho, en protección de bienes jurídicos propios o ajenos siempre que exista la necesidad de la defensa y la racionalidad de los medios y no medie provocación dolosa suficiente e inmediata, por parte del agredido de la persona a quien se defiende-€. El artículo es largo y tiene otras cuatro fracciones que serían muy largas de transcribir. Pero en todas puedo situar al agente que disparó su arma en contra del desafortunado Gerardo. La cosa radica en que en ningún otro país del mundo este hecho hubiera sido noticia. En EU, por ejemplo, sería algo que no tendría discusión alguna en la opinión pública, un loco agredió a un policía y lo mataron, punto final.", franciscoz
